#,Sentence#,Token,Tag-Mixed,Segment
1092,99,damna,,damna
1093,99,wgodo,,wgodo
1094,99,lw,,lw
1095,99,damna,,damna
1096,99,hobo,,hobo
1097,99,leeky,,leeky
1098,99,kan,,kan
1099,99,ahsask,,ahsask
1100,99,b'era,,b'era
1101,99,hay2l,,hay2l
1102,99,hathsy,,hathsy
1103,99,wa2tha,,wa2tha
1104,99,n,,n
1105,99,hwa,,hwa
1106,99,lya,,lya
1107,99,w,,w
1108,99,bayhb,,bayhb
1109,99,…,,…
1110,100,hwa,,hwa
1111,100,eh,,eh
1112,100,ele,,ele
1113,100,byhsal,,byhsal
1114,101,😺✏,,😺✏
1115,101,hwa,,hwa
1116,101,byn,,byn
1117,101,awy,,awy
1118,101,kda,,kda
1119,101,eni,,eni
1120,101,bhbha,,bhbha
1121,101,😂😂😂,,😂😂😂
1122,102,—,,—
1123,102,yalwhy,,yalwhy
1124,102,hwa,,hwa
1125,102,enta,,enta
1126,102,!!😂😂😂,,!!😂😂😂
1127,103,hwa,,hwa
1128,103,fey,,fey
1129,103,ehh,,ehh
1130,103,ya3m,,ya3m
1131,103,entaa,,entaa
1132,104,+,,+
1133,104,en,,en
1134,104,hya,,hya
1135,104,b,,b
1136,104,kol,,kol
1137,104,brod,,brod
1138,104,b3d,,b3d
1139,104,ma,,ma
1140,104,sharhtlha,,sharhtlha
1141,104,el,,el
1142,104,kalam,,kalam
1143,104,da,,da
1144,104,w,,w
1145,104,in,,in
1146,104,details,,details
1147,104,fe,,fe
1148,104,dm,,dm
1149,104,altly,,altly
1150,104,ma,,ma
1151,104,ana,,ana
1152,104,msh,,msh
1153,104,bafth,,bafth
1154,104,your,,your
1155,104,account,,account
1156,104,acheck,,acheck
1157,104,your,,your
1158,104,pinned,,pinned
1159,104,tweet,,tweet
1160,104,kol,,kol
1161,104,youm,,youm
1162,104,y3ny,,y3ny
1163,104,ely,,ely
1164,104,hwa,,hwa
1165,104,ana,,ana
1166,104,a3mlk,,a3mlk
1167,104,eh,,eh
1168,104,tany,,tany
1169,104,tayb,,tayb
1170,104,?😂+,,?😂+
1171,104,en,,en
1172,104,account,,account
1173,104,elfake,,elfake
1174,104,da,,da
1175,104,kol,,kol
1176,104,magher,,magher
1177,104,sorty,,sorty
1178,104,yhot,,yhot
1179,104,nafs,,nafs
1180,104,el,,el
1181,104,sora,,sora
1182,104,tab,,tab
1183,104,a3ml,,a3ml
1184,104,eh,,eh
1185,104,ana,,ana
1186,104,wnaby,,wnaby
1187,104,?🥴,,?🥴
1188,105,hwa,,hwa
1189,105,elderasa,,elderasa
1190,105,bad2t,,bad2t
1191,105,?,,?
1192,106,hwa,,hwa
1193,106,kda,,kda
1194,106,lazem,,lazem
1195,106,lma,,lma
1196,106,ntklm,,ntklm
1197,106,f,,f
1198,106,ae,,ae
1199,106,wa2t,,wa2t
1200,106,yb2a,,yb2a
1201,106,feh,,feh
1202,106,ae,,ae
1203,106,clash,,clash
1204,106,ana,,ana
1205,106,et3wad,,et3wad
1206,106,3lik,,3lik
1207,106,kda,,kda
1208,106,khlas,,khlas
1209,106,😂,,😂
1210,107,hwa,,hwa
1211,107,ana,,ana
1212,107,atol,,atol
1213,107,asln,,asln
1214,107,🤔❤️😂,,🤔❤️😂
1215,108,😺✏,,😺✏
1216,108,hwa,,hwa
1217,108,men,,men
1218,109,hwa,,hwa
1219,109,3arby,,3arby
1220,109,w,,w
1221,109,english,,english
1222,109,ya,,ya
1223,109,basha,,basha
1224,109,😂😂😂,,😂😂😂
1225,110,kbera,,kbera
1226,110,eh,,eh
1227,110,ya,,ya
1228,110,nso7i,,nso7i
1229,110,hwa,,hwa
1230,110,enta,,enta
1231,110,atfragt,,atfragt
1232,110,3la,,3la
1233,110,elmatch,,elmatch
1234,110,tani,,tani
1235,110,wla,,wla
1236,110,eh,,eh
1237,110,da,,da
1238,110,mafe4,,mafe4
1239,110,fakra,,fakra
1240,110,el,,el
1241,110,la3eba,,la3eba
1242,110,btnfzha,,btnfzha
1243,110,fe,,fe
1244,110,el,,el
1245,110,mal3ab,,mal3ab
1246,110,w,,w
1247,110,elgoal,,elgoal
1248,110,eli,,eli
1249,110,geh,,geh
1250,110,mafhosh,,mafhosh
1251,110,ay,,ay
1252,110,fakra,,fakra
1253,110,drbka,,drbka
1254,110,w,,w
1255,110,ba3d,,ba3d
1256,110,kda,,kda
1257,110,at7atet,,at7atet
1258,110,goal,,goal
1259,110,da,,da
1260,110,byl3lb,,byl3lb
1261,110,l3ab,,l3ab
1262,110,far2,,far2
1263,110,msrya,,msrya
1264,110,lama,,lama
1265,110,byegi,,byegi
1266,110,yl3bo,,yl3bo
1267,110,2odam,,2odam
1268,110,el,,el
1269,110,ahli,,ahli
1270,110,daf3,,daf3
1271,110,w,,w
1272,110,shalt,,shalt
1273,110,w,,w
1274,110,armi,,armi
1275,110,el,,el
1276,110,kora,,kora
1277,110,w,,w
1278,110,rabana,,rabana
1279,110,yrzo2,,yrzo2
1280,111,wlahy,,wlahy
1281,111,y,,y
1282,111,shosho,,shosho
1283,111,l,,l
1284,111,reply,,reply
1285,111,bta3k,,bta3k
1286,111,hwa,,hwa
1287,111,ali,,ali
1288,111,mwtni,,mwtni
1289,111,💔🤦‍♀️😂😂,,💔🤦‍♀️😂😂
1290,112,hwa,,hwa
1291,112,morata,,morata
1292,112,dah,,dah
1293,112,beyl3ab,,beyl3ab
1294,112,kora,,kora
1295,112,leh,,leh
1296,112,?,,?
1297,113,hwa,,hwa
1298,113,insha2allah,,insha2allah
1299,113,kol,,kol
1300,113,da,,da
1301,113,hyb2a,,hyb2a
1302,113,kabos,,kabos
1303,113,w,,w
1304,113,hafo2,,hafo2
1305,113,😂😂,,😂😂
1306,114,helw,,helw
1307,114,elkalam,,elkalam
1308,114,da,,da
1309,115,m4,,m4
1310,115,ma32ol,,ma32ol
1311,115,elkalam,,elkalam
1312,115,da,,da
1313,115,nha2i,,nha2i
1314,115,y,,y
1315,115,ostaz,,ostaz
1316,115,momtaz,,momtaz
1317,115,wlahi,,wlahi
1318,115,😅,,😅
1319,116,matenkeresh,,matenkeresh
1320,116,en,,en
1321,116,guys,,guys
1322,116,are,,are
1323,116,much,,much
1324,116,easier,,easier
1325,116,when,,when
1326,116,it,,it
1327,116,comes,,comes
1328,116,to,,to
1329,116,work,,work
1330,116,wallahi,,wallahi
1331,116,w,,w
1332,116,kda,,kda
1333,116,kda,,kda
1334,116,enti,,enti
1335,116,arfa,,arfa
1336,116,enk,,enk
1337,116,barra,,barra
1338,116,elkalam,,elkalam
1339,116,dah,,dah
1340,116,enti,,enti
1341,116,albi,,albi
1342,117,atfdal,,atfdal
1343,117,set,,set
1344,117,rana,,rana
1345,117,elly,,elly
1346,117,gybalna,,gybalna
1347,117,elkalam,,elkalam
1348,117,deh,,deh
1349,117,😂,,😂
1350,118,msh,,msh
1351,118,fahem,,fahem
1352,118,wlahy,,wlahy
1353,118,dna,,dna
1354,118,mkmltsh,,mkmltsh
1355,118,sana,,sana
1356,118,shaghal,,shaghal
1357,118,3shan,,3shan
1358,118,elkalam,,elkalam
1359,118,da,,da
1360,118,😂,,😂
1361,119,elkalam,,elkalam
1362,119,3ala,,3ala
1363,119,eh,,eh
1364,119,3shan,,3shan
1365,119,ana,,ana
1366,119,bahb,,bahb
1367,119,atkhane2,,atkhane2
1368,119,awy,,awy
1369,119,😂,,😂
1370,120,😺✏,,😺✏
1371,120,lw,,lw
1372,120,elkalam,,elkalam
1373,120,da,,da
1374,120,h2e2y,,h2e2y
1375,120,yego,,yego
1376,120,y2oloh,,y2oloh
1377,120,f,,f
1378,120,wshy,,wshy
1379,120,wla,,wla
1380,120,hma,,hma
1381,120,by5afo,,by5afo
1382,121,yaba,,yaba
1383,121,ehna,,ehna
1384,121,gamden,,gamden
1385,121,awee,,awee
1386,121,mayghorksh,,mayghorksh
1387,121,elkalam,,elkalam
1388,121,elle,,elle
1389,121,byt2al,,byt2al
1390,121,da,,da
1391,121,bs,,bs
1392,122,diet,,diet
1393,122,mn,,mn
1394,122,yom,,yom
1395,122,elsabt,,elsabt
1396,122,mat,,mat
1397,122,elkalam,,elkalam
1398,123,ana,,ana
1399,123,mesh,,mesh
1400,123,mas’ola,,mas’ola
1401,123,3an,,3an
1402,123,elkalam,,elkalam
1403,123,dah,,dah
1404,123,😂😂😂😂,,😂😂😂😂
1405,124,eh,,eh
1406,124,elkalam,,elkalam
1407,124,el,,el
1408,124,gamd,,gamd
1409,124,da,,da
1410,124,bas,,bas
1411,125,i,,i
1412,125,wanna,,wanna
1413,125,sleep,,sleep
1414,125,aashan,,aashan
1415,125,abatal,,abatal
1416,125,tafkeer,,tafkeer
1417,125,shwaya,,shwaya
1418,125,mesh,,mesh
1419,125,adra,,adra
1420,126,3iza,,3iza
1421,126,'',,''
1422,126,olek,,olek
1423,126,ya,,ya
1424,126,yomna,,yomna
1425,126,an,,an
1426,126,elquote,,elquote
1427,126,da,,da
1428,126,mesh,,mesh
1429,126,f,,f
1430,126,msl7teek,,msl7teek
1431,126,haa,,haa
1432,126,😏😏😂😂😂😂,,😏😏😂😂😂😂
1433,127,i,,i
1434,127,feel,,feel
1435,127,akeny,,akeny
1436,127,invisible,,invisible
1437,127,w,,w
1438,127,eno,,eno
1439,127,kolo,,kolo
1440,127,byekrahny,,byekrahny
1441,127,kteer,,kteer
1442,127,awy,,awy
1443,127,w,,w
1444,127,baaden,,baaden
1445,127,fag'a,,fag'a
1446,127,had,,had
1447,127,yeegy,,yeegy
1448,127,yehasesny,,yehasesny
1449,127,en,,en
1450,127,dah,,dah
1451,127,mesh,,mesh
1452,127,ha'i'a,,ha'i'a
1453,127,w,,w
1454,127,baaden,,baaden
1455,127,byemshy,,byemshy
1456,127,.,,.
1457,127,leih,,leih
1458,127,hayaty,,hayaty
1459,127,aamla,,aamla
1460,127,keda,,keda
1461,127,?,,?
1462,128,bgd,,bgd
1463,128,hamoot,,hamoot
1464,128,we,,we
1465,128,ye7ot,,ye7ot
1466,128,esme,,esme
1467,128,fe,,fe
1468,128,example,,example
1469,128,mesh,,mesh
1470,128,adra,,adra
1471,128,bgd,,bgd
1472,128,ya3ni,,ya3ni
1473,128,😂😂,,😂😂
1474,128,ezay,,ezay
1475,128,ha3esh,,ha3esh
1476,128,keda,,keda
1477,129,3ashan,,3ashan
1478,129,hena,,hena
1479,129,fe,,fe
1480,129,l,,l
1481,129,aghlab,,aghlab
1482,129,m7desh,,m7desh
1483,129,mohtam,,mohtam
1484,129,aw,,aw
1485,129,m7desh,,m7desh
1486,129,hyege,,hyege
1487,129,y2olak,,y2olak
1488,129,btkteb,,btkteb
1489,129,keda,,keda
1490,129,leh,,leh
1491,129,aw,,aw
1492,129,ydkhol,,ydkhol
1493,129,y3tred,,y3tred
1494,129,3la,,3la
1495,129,kalamak,,kalamak
1496,129,mesh,,mesh
1497,129,maslan,,maslan
1498,129,hatkteb,,hatkteb
1499,129,post,,post
1500,129,fb,,fb
1501,129,anak,,anak
1502,129,medya2,,medya2
1503,129,ygelek,,ygelek
1504,129,100,,100
1505,129,comment,,comment
1506,129,leh,,leh
1507,129,a7na,,a7na
1508,129,bn7bak,,bn7bak
1509,129,fashkh,,fashkh
1510,129,w,,w
1511,129,actually,,actually
1512,129,m7desh,,m7desh
1513,129,mohtam,,mohtam
1514,129,😂,,😂
1515,129,l,,l
1516,129,makan,,makan
1517,129,hena,,hena
1518,129,more7,,more7
1519,129,aktr,,aktr
1520,129,😂,,😂
1521,130,momken,,momken
1522,130,leads,,leads
1523,130,fiha,,fiha
1524,130,sawra,,sawra
1525,130,w,,w
1526,130,anty,,anty
1527,130,mesh,,mesh
1528,130,3arfa,,3arfa
1529,130,😂,,😂
1530,131,yagama3a,,yagama3a
1531,131,bgad,,bgad
1532,131,eh,,eh
1533,131,dahhhh,,dahhhh
1534,131,and,,and
1535,131,mesh,,mesh
1536,131,ha3raf,,ha3raf
1537,131,anam,,anam
1538,131,belel,,belel
1539,132,hasa,,hasa
1540,132,eni,,eni
1541,132,mesh,,mesh
1542,132,lazem,,lazem
1543,132,agi,,agi
1544,132,el,,el
1545,132,gam3aa,,gam3aa
1546,132,khalasss,,khalasss
1547,132,yaani,,yaani
1548,132,kefaya,,kefaya
1549,132,kedaa,,kedaa
1550,132,alayaa,,alayaa
1551,133,lalala,,lalala
1552,133,akidd,,akidd
1553,133,akiddd,,akiddd
1554,133,akiddd,,akiddd
1555,133,class,,class
1556,133,mesh,,mesh
1557,133,cancelled,,cancelled
1558,133,w,,w
1559,133,akiddd,,akiddd
1560,133,magetsh,,magetsh
1561,133,ala,,ala
1562,133,el,,el
1563,133,fadiiii,,fadiiii
1564,133,!!!,,!!!
1565,134,experience,,experience
1566,134,in,,in
1567,134,life,,life
1568,134,w,,w
1569,134,maye3rafoosh,,maye3rafoosh
1570,134,ya3ny,,ya3ny
1571,134,eh,,eh
1572,134,m5alel,,m5alel
1573,134,w,,w
1574,134,bye2rafo,,bye2rafo
1575,134,yaklo,,yaklo
1576,134,fool,,fool
1577,134,w,,w
1578,134,5roogat-hom,,5roogat-hom
1579,134,kolaha,,kolaha
1580,134,cfc,,cfc
1581,134,bas,,bas
1582,134,",",,","
1583,134,bas,,bas
1584,134,still,,still
1585,134,mesh,,mesh
1586,134,bakraha,,bakraha
1587,134,.,,.
1588,134,bet2olek,,bet2olek
1589,134,mesh,,mesh
1590,134,3arfa,,3arfa
1591,134,testa3mel,,testa3mel
1592,134,wala3a,,wala3a
1593,134,w,,w
1594,134,bted7ak,,bted7ak
1595,134,.,,.
1596,134,w,,w
1597,134,btw,,btw
1598,134,mesh,,mesh
1599,134,3amelaha,,3amelaha
1600,134,follow,,follow
1601,134,bas,,bas
1602,134,ta5ayaly,,ta5ayaly
1603,134,keda,,keda
1604,134,tshoofy,,tshoofy
1605,134,7ad,,7ad
1606,134,mesh,,mesh
1607,134,3ayza,,3ayza
1608,134,tshoofeeh,,tshoofeeh
1609,134,kol,,kol
1610,134,5,,5
1611,134,da2aye2,,da2aye2
1612,134,3ala,,3ala
1613,134,el,,el
1614,134,tl,,tl
1615,134,.,,.
1616,135,mesh,,mesh
1617,135,3yzen,,3yzen
1618,135,nshuf,,nshuf
1619,135,haga,,haga
1620,135,m3aia,,m3aia
1621,135,3al,,3al
1622,135,zeft,,zeft
1623,136,lala,,lala
1624,136,ya,,ya
1625,136,sa7by,,sa7by
1626,136,mayenfa3sh,,mayenfa3sh
1627,136,etfadal,,etfadal
1628,136,tab3an,,tab3an
1629,136,",",,","
1630,136,heya,,heya
1631,136,mesh,,mesh
1632,136,3ayzany,,3ayzany
1633,136,kdda,,kdda
1634,136,keda,,keda
1635,136,betorfodny,,betorfodny
1636,136,men,,men
1637,136,we7na,,we7na
1638,136,3andena,,3andena
1639,136,14,,14
1640,136,sana,,sana
1641,137,sarah,,sarah
1642,137,baalha,,baalha
1643,137,masalan,,masalan
1644,137,sa3tein,,sa3tein
1645,137,monhara,,monhara
1646,137,ashan,,ashan
1647,137,mesh,,mesh
1648,137,arfa,,arfa
1649,137,te3mel,,te3mel
1650,137,paste,,paste
1651,138,bzbt,,bzbt
1652,138,kda,,kda
1653,138,",",,","
1654,138,mesh,,mesh
1655,138,hnnzl,,hnnzl
1656,138,tayb,,tayb
1657,138,?😂😂😂😂,,?😂😂😂😂
1658,139,bas,,bas
1659,139,ya,,ya
1660,139,kadab,,kadab
1661,139,enta,,enta
1662,139,mesh,,mesh
1663,139,bete3mel,,bete3mel
1664,139,7aga,,7aga
1665,139,gher,,gher
1666,139,enak,,enak
1667,139,btargue,,btargue
1668,140,mesh,,mesh
1669,140,3ayz,,3ayz
1670,140,haga,,haga
1671,140,😂😂,,😂😂
1672,141,ur,,ur
1673,141,trying,,trying
1674,141,to,,to
1675,141,get,,get
1676,141,closer,,closer
1677,141,leone,,leone
1678,141,of,,of
1679,141,ur,,ur
1680,141,followers,,followers
1681,141,wel,,wel
1682,141,mawdo3,,mawdo3
1683,141,mesh,,mesh
1684,141,mashy,,mashy
1685,141,keways,,keways
1686,141,ma3aky,,ma3aky
1687,141,😂😂,,😂😂
1688,142,lalaa,,lalaa
1689,142,mesh,,mesh
1690,142,keda,,keda
1691,142,🔥,,🔥
1692,143,howa,,howa
1693,143,de,,de
1694,143,el,,el
1695,143,mafrod,,mafrod
1696,143,enha,,enha
1697,143,mesh,,mesh
1698,143,mofag2a,,mofag2a
1699,143,e7na,,e7na
1700,143,el,,el
1701,143,mafrod,,mafrod
1702,143,lw,,lw
1703,143,gebna,,gebna
1704,143,baby,,baby
1705,143,w,,w
1706,143,hy7tag,,hy7tag
1707,143,lban,,lban
1708,143,el,,el
1709,143,om,,om
1710,143,el,,el
1711,143,mafroud,,mafroud
1712,143,y3ni,,y3ni
1713,143,denyan,,denyan
1714,143,bna5od,,bna5od
1715,143,agr,,agr
1716,143,3ala,,3ala
1717,143,da,,da
1718,143,mofag2a,,mofag2a
1719,143,mesh,,mesh
1720,143,keda,,keda
1721,143,!,,!
1722,144,mesh,,mesh
1723,144,has2at,,has2at
1724,144,bio,,bio
1725,144,e3melo,,e3melo
1726,144,fara7,,fara7
1727,145,tameem,,tameem
1728,145,younes,,younes
1729,145,lw,,lw
1730,145,shaf,,shaf
1731,145,l,,l
1732,145,tweet,,tweet
1733,145,di,,di
1734,145,mesh,,mesh
1735,145,hay7elak,,hay7elak
1736,146,la2,,la2
1737,146,mesh,,mesh
1738,146,pretty,,pretty
1739,146,",",,","
1740,146,enty,,enty
1741,146,pretty,,pretty
1742,146,.,,.
1743,147,tiktok,,tiktok
1744,147,mesh,,mesh
1745,147,kwayess,,kwayess
1746,147,lel,,lel
1747,147,3eyal,,3eyal
1748,148,bgd,,bgd
1749,148,mesh,,mesh
1750,148,3arfa,,3arfa
1751,149,bas,,bas
1752,149,ya,,ya
1753,149,bet,,bet
1754,149,enty,,enty
1755,149,mesh,,mesh
1756,149,betefhamy,,betefhamy
1757,149,aslan,,aslan
1758,150,ha7awel,,ha7awel
1759,150,bas,,bas
1760,150,mesh,,mesh
1761,150,ader,,ader
1762,151,mesh,,mesh
1763,151,ana,,ana
1764,151,oltelak,,oltelak
1765,151,tenam,,tenam
1766,151,?,,?
1767,152,mesh,,mesh
1768,152,ha3tared,,ha3tared
1769,152,besaraha,,besaraha
1770,153,ya3ni,,ya3ni
1771,153,ana,,ana
1772,153,bnam,,bnam
1773,153,ashan,,ashan
1774,153,mafkrsh,,mafkrsh
1775,153,f,,f
1776,153,haga,,haga
1777,153,ba2et,,ba2et
1778,153,mesh,,mesh
1779,153,arfa,,arfa
1780,153,anam,,anam
1781,153,sa3a,,sa3a
1782,153,wahda,,wahda
1783,154,ma,,ma
1784,154,3ndk,,3ndk
1785,154,tol,,tol
1786,154,elseason,,elseason
1787,154,dh,,dh
1788,154,mafish,,mafish
1789,154,penalties,,penalties
1790,154,btt7sb,,btt7sb
1791,154,lel,,lel
1792,154,city,,city
1793,154,we,,we
1794,154,kol,,kol
1795,154,el,,el
1796,154,krarat,,krarat
1797,154,eli,,eli
1798,154,fi,,fi
1799,154,matchat,,matchat
1800,154,el,,el
1801,154,liver,,liver
1802,154,mashkok,,mashkok
1803,154,fih,,fih
1804,154,we,,we
1805,154,kolha,,kolha
1806,154,fi,,fi
1807,154,sale7,,sale7
1808,154,enkaz,,enkaz
1809,154,el,,el
1810,154,3,,3
1811,154,pts,,pts
1812,154,law,,law
1813,154,el,,el
1814,154,liver,,liver
1815,154,mesh,,mesh
1816,154,3aref,,3aref
1817,154,ygibhom,,ygibhom
1818,154,felmatch,,felmatch
1819,155,mesh,,mesh
1820,155,be3id,,be3id
1821,155,w,,w
1822,155,a7assalek,,a7assalek
1823,155,wallahi,,wallahi
1824,156,i,,i
1825,156,really,,really
1826,156,fucking,,fucking
1827,156,miss,,miss
1828,156,him,,him
1829,156,bas,,bas
1830,156,mesh,,mesh
1831,156,3awza,,3awza
1832,156,ab2a,,ab2a
1833,156,clingy,,clingy
1834,156,watext,,watext
1835,156,idk,,idk
1836,156,what,,what
1837,156,to,,to
1838,156,do,,do
1839,157,tab,,tab
1840,157,ana,,ana
1841,157,faket,,faket
1842,157,el,,el
1843,157,gebs,,gebs
1844,157,w,,w
1845,157,lesa,,lesa
1846,157,mesh,,mesh
1847,157,3aref,,3aref
1848,157,a7arak,,a7arak
1849,157,2eedy,,2eedy
1850,157,w,,w
1851,157,wag3any,,wag3any
1852,157,aktar,,aktar
1853,158,howa,,howa
1854,158,begad,,begad
1855,158,leh,,leh
1856,158,el,,el
1857,158,nas,,nas
1858,158,betetarya2,,betetarya2
1859,158,3ala,,3ala
1860,158,ay,,ay
1861,158,7ad,,7ad
1862,158,w,,w
1863,158,kol,,kol
1864,158,7ad,,7ad
1865,158,mesh,,mesh
1866,158,3agebhom,,3agebhom
1867,158,tare2ethom,,tare2ethom
1868,158,????,,????
1869,158,just,,just
1870,158,leave,,leave
1871,158,ur,,ur
1872,158,fucking,,fucking
1873,158,opinion,,opinion
1874,158,to,,to
1875,158,urself,,urself
1876,158,begad,,begad
1877,158,it,,it
1878,158,doesn’t,,doesn’t
1879,158,make,,make
1880,158,any,,any
1881,158,sense,,sense
1882,158,and,,and
1883,158,you,,you
1884,158,won’t,,won’t
1885,158,get,,get
1886,158,any,,any
1887,158,benefit,,benefit
1888,158,from,,from
1889,158,hurting,,hurting
1890,158,someone’s,,someone’s
1891,158,feelings,,feelings
1892,158,goddamnnnnn,,goddamnnnnn
1893,159,mesh,,mesh
1894,159,a5la2,,a5la2
1895,159,dacatra,,dacatra
1896,160,ana,,ana
1897,160,law,,law
1898,160,darawt,,darawt
1899,160,flconversation,,flconversation
1900,160,bt3tna,,bt3tna
1901,160,mesh,,mesh
1902,160,hala2y,,hala2y
1903,160,l,,l
1904,160,kelma,,kelma
1905,160,de,,de
1906,160,aslan,,aslan
1907,160,🤣,,🤣
1908,161,elaccount,,elaccount
1909,161,hytshal,,hytshal
1910,161,kaman,,kaman
1911,161,shwaya,,shwaya
1912,161,3shan,,3shan
1913,161,elreports,,elreports
1914,161,fa,,fa
1915,161,ana,,ana
1916,161,fe,,fe
1917,161,ra2y,,ra2y
1918,161,tchange,,tchange
1919,161,ur,,ur
1920,161,username,,username
1921,161,legheit,,legheit
1922,161,mayetshal,,mayetshal
1923,161,and,,and
1924,161,just,,just
1925,161,end,,end
1926,161,this,,this
1927,161,entire,,entire
1928,161,conversation,,conversation
1929,161,.,,.
1930,161,try,,try
1931,161,to,,to
1932,161,think,,think
1933,161,with,,with
1934,161,a,,a
1935,161,clear,,clear
1936,161,head,,head
1937,161,instead,,instead
1938,161,of,,of
1939,161,letting,,letting
1940,161,ur,,ur
1941,161,emotions,,emotions
1942,161,and,,and
1943,161,anger,,anger
1944,161,get,,get
1945,161,the,,the
1946,161,best,,best
1947,161,of,,of
1948,161,u,,u
1949,161,",",,","
1950,161,fighting,,fighting
1951,161,with,,with
1952,161,ppl,,ppl
1953,161,mesh,,mesh
1954,161,hy3mel,,hy3mel
1955,161,haga,,haga
1956,162,enta,,enta
1957,162,men,,men
1958,162,ha2ak,,ha2ak
1959,162,tedaye2,,tedaye2
1960,162,bs,,bs
1961,162,bardo,,bardo
1962,162,you,,you
1963,162,cant,,cant
1964,162,blame,,blame
1965,162,her,,her
1966,162,",",,","
1967,162,heya,,heya
1968,162,ethatet,,ethatet
1969,162,fe,,fe
1970,162,mawkef,,mawkef
1971,162,wehesh,,wehesh
1972,162,ghasben,,ghasben
1973,162,3naha,,3naha
1974,162,w,,w
1975,162,she,,she
1976,162,tried,,tried
1977,162,to,,to
1978,162,fix,,fix
1979,162,it,,it
1980,162,w,,w
1981,162,momken,,momken
1982,162,enta,,enta
1983,162,shayef,,shayef
1984,162,en,,en
1985,162,it,,it
1986,162,wasnt,,wasnt
1987,162,enough,,enough
1988,162,aw,,aw
1989,162,she,,she
1990,162,didnt,,didnt
1991,162,fix,,fix
1992,162,it,,it
1993,162,in,,in
1994,162,the,,the
1995,162,right,,right
1996,162,way,,way
1997,162,bs,,bs
1998,162,bardo,,bardo
1999,162,ahna,,ahna
2000,162,tul,,tul
2001,162,mahna,,mahna
2002,162,bntkhane2,,bntkhane2
2003,162,w,,w
2004,162,bnkabar,,bnkabar
2005,162,el,,el
2006,162,mawdoo3,,mawdoo3
2007,162,mesh,,mesh
2008,162,hanwsal,,hanwsal
2009,162,le,,le
2010,162,haga,,haga
2011,163,mesh,,mesh
2012,163,fahma,,fahma
2013,163,ana,,ana
2014,163,wallahi,,wallahi
2015,164,mana,,mana
2016,164,mesh,,mesh
2017,164,kol,,kol
2018,164,mara,,mara
2019,164,ana,,ana
2020,164,el,,el
2021,164,has2al,,has2al
2022,164,makontsh,,makontsh
2023,164,om,,om
2024,164,7ad,,7ad
2025,164,ana,,ana
2026,164,😂,,😂
2027,165,mesh,,mesh
2028,165,kees,,kees
2029,165,ya,,ya
2030,165,sahby,,sahby
2031,165,da,,da
2032,165,nezam,,nezam
2033,165,blockat,,blockat
2034,166,i,,i
2035,166,lowkey,,lowkey
2036,166,feel,,feel
2037,166,like,,like
2038,166,shit,,shit
2039,166,.,,.
2040,166,ya,,ya
2041,166,rabby,,rabby
2042,166,leih,,leih
2043,166,begad,,begad
2044,166,mesh,,mesh
2045,166,aarfa,,aarfa
2046,166,akoon,,akoon
2047,166,mabsoota,,mabsoota
2048,166,yom,,yom
2049,166,kamel,,kamel
2050,166,?,,?
2051,167,howa,,howa
2052,167,el,,el
2053,167,tl,,tl
2054,167,kolo,,kolo
2055,167,cringe,,cringe
2056,167,enharda,,enharda
2057,167,we,,we
2058,167,nas,,nas
2059,167,mesh,,mesh
2060,167,tay2a,,tay2a
2061,167,ba3daha,,ba3daha
2062,167,leh,,leh
2063,168,eskot,,eskot
2064,168,mesh,,mesh
2065,168,hena,,hena
2066,168,w,,w
2067,168,whatsapp,,whatsapp
2068,169,3eeb,,3eeb
2069,169,3alky,,3alky
2070,169,walahy,,walahy
2071,169,sahbtek,,sahbtek
2072,169,bardo,,bardo
2073,169,mesh,,mesh
2074,169,hat5leeky,,hat5leeky
2075,169,tro2sy,,tro2sy
2076,169,lw7dik,,lw7dik
2077,169,😂😂,,😂😂
2078,170,wallahy,,wallahy
2079,170,ya,,ya
2080,170,youmna,,youmna
2081,170,a7na,,a7na
2082,170,round,,round
2083,170,amar,,amar
2084,170,w,,w
2085,170,aly,,aly
2086,170,bymshy,,bymshy
2087,170,fe,,fe
2088,170,nos,,nos
2089,170,l,,l
2090,170,yom,,yom
2091,170,bytghyeb,,bytghyeb
2092,170,7ata,,7ata
2093,170,law,,law
2094,170,as7abo,,as7abo
2095,170,madolo,,madolo
2096,170,w,,w
2097,170,mesh,,mesh
2098,170,bn3ady,,bn3ady
2099,170,l,,l
2100,170,ba3d,,ba3d
2101,170,ya3ne,,ya3ne
2102,170,😂😂,,😂😂
2103,171,dol,,dol
2104,171,mesh,,mesh
2105,171,sha3by,,sha3by
2106,172,costa,,costa
2107,172,nazel,,nazel
2108,172,yemsek,,yemsek
2109,172,kora,,kora
2110,172,f,,f
2111,172,mesh,,mesh
2112,172,haloumo,,haloumo
2113,172,laken,,laken
2114,172,morata,,morata
2115,172,gay,,gay
2116,172,yetz7l2,,yetz7l2
2117,172,f,,f
2118,172,waat,,waat
2119,172,mo2sr,,mo2sr
2120,172,fashkh,,fashkh
2121,172,fakrny,,fakrny
2122,172,b,,b
2123,172,dembele,,dembele
2124,173,oule,,oule
2125,173,enk,,enk
2126,173,btsubtweet,,btsubtweet
2127,173,3alya,,3alya
2128,173,mesh,,mesh
2129,173,3eeb,,3eeb
2130,173,😂,,😂
2131,174,mesh,,mesh
2132,174,mesada2a,,mesada2a
2133,174,don,,don
